epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1661308553813,2022-08-23T22.35.53.813,7.254,0.067,0.122,0.384
1661308553824,2022-08-23T22.35.53.824,7.265,0.060,0.121,0.380
1661308553834,2022-08-23T22.35.53.834,7.275,0.057,0.117,0.353
1661308553843,2022-08-23T22.35.53.843,7.284,0.055,0.111,0.373
1661308553853,2022-08-23T22.35.53.853,7.294,0.036,0.101,0.399
1661308553863,2022-08-23T22.35.53.863,7.304,0.017,0.090,0.416
1661308553873,2022-08-23T22.35.53.873,7.314,0.016,0.074,0.444
1661308553882,2022-08-23T22.35.53.882,7.323,0.018,0.060,0.451
1661308553892,2022-08-23T22.35.53.892,7.333,0.024,0.050,0.424
1661308553903,2022-08-23T22.35.53.903,7.344,0.027,0.042,0.378
1661308553913,2022-08-23T22.35.53.913,7.354,0.012,0.040,0.325
1661308553923,2022-08-23T22.35.53.923,7.364,0.006,0.047,0.280
1661308553932,2022-08-23T22.35.53.932,7.373,0.007,0.057,0.266
1661308553942,2022-08-23T22.35.53.942,7.383,0.010,0.055,0.266
1661308553953,2022-08-23T22.35.53.953,7.394,0.017,0.045,0.273
1661308553963,2022-08-23T22.35.53.963,7.404,0.027,0.034,0.281
1661308553973,2022-08-23T22.35.53.973,7.414,0.029,0.038,0.275
1661308553982,2022-08-23T22.35.53.982,7.423,0.036,0.045,0.250
1661308553992,2022-08-23T22.35.53.992,7.433,0.040,0.055,0.229
1661308554002,2022-08-23T22.35.54.002,7.443,0.035,0.079,0.205
1661308554013,2022-08-23T22.35.54.013,7.454,0.036,0.093,0.184
1661308554023,2022-08-23T22.35.54.023,7.464,0.042,0.100,0.169
1661308554033,2022-08-23T22.35.54.033,7.474,0.043,0.103,0.167
1661308554042,2022-08-23T22.35.54.042,7.483,0.048,0.095,0.172
1661308554052,2022-08-23T22.35.54.052,7.493,0.041,0.088,0.163
1661308554062,2022-08-23T22.35.54.062,7.503,0.033,0.087,0.145
1661308554073,2022-08-23T22.35.54.073,7.514,0.026,0.091,0.128
1661308554081,2022-08-23T22.35.54.081,7.522,0.031,0.102,0.122
1661308554092,2022-08-23T22.35.54.092,7.533,0.035,0.111,0.124
1661308554102,2022-08-23T22.35.54.102,7.543,0.036,0.118,0.127
1661308554112,2022-08-23T22.35.54.112,7.553,0.044,0.125,0.146
1661308554122,2022-08-23T22.35.54.122,7.563,0.049,0.129,0.166
1661308554131,2022-08-23T22.35.54.131,7.572,0.049,0.125,0.181
1661308554142,2022-08-23T22.35.54.142,7.583,0.053,0.117,0.194
1661308554152,2022-08-23T22.35.54.152,7.593,0.069,0.115,0.204
1661308554162,2022-08-23T22.35.54.162,7.603,0.092,0.108,0.213
1661308554171,2022-08-23T22.35.54.171,7.612,0.083,0.091,0.215
1661308554181,2022-08-23T22.35.54.181,7.622,0.051,0.076,0.189
1661308554191,2022-08-23T22.35.54.191,7.632,0.015,0.072,0.151
1661308554202,2022-08-23T22.35.54.202,7.643,0.009,0.069,0.128
1661308554212,2022-08-23T22.35.54.212,7.653,0.012,0.073,0.109
1661308554221,2022-08-23T22.35.54.221,7.662,0.012,0.083,0.070
1661308554231,2022-08-23T22.35.54.231,7.672,0.029,0.093,0.044
1661308554241,2022-08-23T22.35.54.241,7.682,0.059,0.086,0.030
1661308554251,2022-08-23T22.35.54.251,7.692,0.075,0.078,0.005
1661308554262,2022-08-23T22.35.54.262,7.703,0.082,0.084,-0.026
1661308554270,2022-08-23T22.35.54.270,7.711,0.083,0.089,-0.056
1661308554282,2022-08-23T22.35.54.282,7.723,0.079,0.078,-0.090
1661308554291,2022-08-23T22.35.54.291,7.732,0.071,0.072,-0.125
1661308554301,2022-08-23T22.35.54.301,7.742,0.061,0.066,-0.147
1661308554311,2022-08-23T22.35.54.311,7.752,0.052,0.068,-0.163
1661308554320,2022-08-23T22.35.54.320,7.761,0.047,0.075,-0.184
1661308554330,2022-08-23T22.35.54.330,7.771,0.043,0.070,-0.194
1661308554341,2022-08-23T22.35.54.341,7.782,0.050,0.042,-0.175
1661308554351,2022-08-23T22.35.54.351,7.792,0.053,0.014,-0.156
1661308554361,2022-08-23T22.35.54.361,7.802,0.037,-0.005,-0.157
1661308554370,2022-08-23T22.35.54.370,7.811,0.024,-0.014,-0.160
1661308554380,2022-08-23T22.35.54.380,7.821,0.010,-0.018,-0.170
1661308554391,2022-08-23T22.35.54.391,7.832,0.005,-0.026,-0.184
1661308554401,2022-08-23T22.35.54.401,7.842,0.009,-0.036,-0.195
1661308554411,2022-08-23T22.35.54.411,7.852,0.006,-0.046,-0.209
1661308554420,2022-08-23T22.35.54.420,7.861,0.004,-0.057,-0.217
1661308554430,2022-08-23T22.35.54.430,7.871,0.001,-0.054,-0.220
1661308554440,2022-08-23T22.35.54.440,7.881,-0.011,-0.041,-0.226
1661308554451,2022-08-23T22.35.54.451,7.892,-0.001,-0.024,-0.228
1661308554459,2022-08-23T22.35.54.459,7.900,0.013,-0.002,-0.231
1661308554470,2022-08-23T22.35.54.470,7.911,0.021,0.007,-0.230
1661308554480,2022-08-23T22.35.54.480,7.921,0.029,-0.003,-0.222
1661308554490,2022-08-23T22.35.54.490,7.931,0.018,-0.008,-0.222
1661308554500,2022-08-23T22.35.54.500,7.941,0.011,-0.019,-0.201
1661308554509,2022-08-23T22.35.54.509,7.950,0.013,-0.029,-0.167
1661308554521,2022-08-23T22.35.54.521,7.962,0.001,-0.042,-0.165
1661308554530,2022-08-23T22.35.54.530,7.971,-0.007,-0.053,-0.176
1661308554540,2022-08-23T22.35.54.540,7.981,-0.018,-0.066,-0.166
1661308554550,2022-08-23T22.35.54.550,7.991,-0.033,-0.079,-0.155
1661308554559,2022-08-23T22.35.54.559,8.000,-0.059,-0.075,-0.156
1661308554569,2022-08-23T22.35.54.569,8.010,-0.061,-0.054,-0.152
1661308554579,2022-08-23T22.35.54.579,8.020,-0.039,-0.028,-0.134
1661308554590,2022-08-23T22.35.54.590,8.031,-0.018,-0.020,-0.122
1661308554600,2022-08-23T22.35.54.600,8.041,-0.010,-0.019,-0.113
1661308554609,2022-08-23T22.35.54.609,8.050,-0.005,-0.019,-0.099
1661308554619,2022-08-23T22.35.54.619,8.060,-0.002,-0.021,-0.088
1661308554629,2022-08-23T22.35.54.629,8.070,-0.004,-0.018,-0.077
1661308554640,2022-08-23T22.35.54.640,8.081,0.002,-0.024,-0.068
1661308554650,2022-08-23T22.35.54.650,8.091,-0.004,-0.021,-0.084
1661308554659,2022-08-23T22.35.54.659,8.100,-0.008,-0.012,-0.097
1661308554669,2022-08-23T22.35.54.669,8.110,-0.012,-0.002,-0.103
1661308554679,2022-08-23T22.35.54.679,8.120,-0.015,-0.003,-0.106
1661308554689,2022-08-23T22.35.54.689,8.130,-0.012,-0.004,-0.096
1661308554700,2022-08-23T22.35.54.700,8.141,-0.007,-0.008,-0.082
1661308554708,2022-08-23T22.35.54.708,8.149,-0.012,-0.027,-0.064
1661308554719,2022-08-23T22.35.54.719,8.160,-0.012,-0.038,-0.040
1661308554729,2022-08-23T22.35.54.729,8.170,-0.011,-0.037,-0.029
1661308554739,2022-08-23T22.35.54.739,8.180,-0.013,-0.022,-0.050
1661308554748,2022-08-23T22.35.54.748,8.189,-0.014,-0.002,-0.074
1661308554758,2022-08-23T22.35.54.758,8.199,-0.010,0.011,-0.095
1661308554768,2022-08-23T22.35.54.768,8.209,-0.006,0.021,-0.107
1661308554779,2022-08-23T22.35.54.779,8.220,0.009,0.022,-0.098
1661308554789,2022-08-23T22.35.54.789,8.230,0.015,0.018,-0.092
1661308554798,2022-08-23T22.35.54.798,8.239,0.013,0.013,-0.098
1661308554808,2022-08-23T22.35.54.808,8.249,0.008,0.013,-0.098
1661308554818,2022-08-23T22.35.54.818,8.259,0.001,0.017,-0.100
1661308554829,2022-08-23T22.35.54.829,8.270,-0.001,0.013,-0.098
1661308554839,2022-08-23T22.35.54.839,8.280,-0.004,0.004,-0.096
1661308554849,2022-08-23T22.35.54.849,8.290,-0.012,-0.005,-0.108
1661308554858,2022-08-23T22.35.54.858,8.299,-0.018,-0.017,-0.131
1661308554868,2022-08-23T22.35.54.868,8.309,-0.023,-0.020,-0.153
1661308554878,2022-08-23T22.35.54.878,8.319,-0.024,-0.028,-0.168
1661308554889,2022-08-23T22.35.54.889,8.330,-0.020,-0.037,-0.177
1661308554897,2022-08-23T22.35.54.897,8.338,-0.019,-0.039,-0.185
1661308554908,2022-08-23T22.35.54.908,8.349,-0.019,-0.040,-0.199
1661308554918,2022-08-23T22.35.54.918,8.359,-0.022,-0.033,-0.208
1661308554928,2022-08-23T22.35.54.928,8.369,-0.025,-0.026,-0.208
1661308554938,2022-08-23T22.35.54.938,8.379,-0.026,-0.026,-0.202
1661308554947,2022-08-23T22.35.54.947,8.388,-0.027,-0.030,-0.200
1661308554957,2022-08-23T22.35.54.957,8.398,-0.035,-0.034,-0.209
1661308554968,2022-08-23T22.35.54.968,8.409,-0.043,-0.040,-0.232
1661308554978,2022-08-23T22.35.54.978,8.419,-0.043,-0.047,-0.254
1661308554988,2022-08-23T22.35.54.988,8.429,-0.051,-0.059,-0.270
1661308554997,2022-08-23T22.35.54.997,8.438,-0.059,-0.066,-0.275
1661308555007,2022-08-23T22.35.55.007,8.448,-0.057,-0.063,-0.268
1661308555017,2022-08-23T22.35.55.017,8.458,-0.045,-0.055,-0.262
1661308555028,2022-08-23T22.35.55.028,8.469,-0.036,-0.034,-0.268
1661308555037,2022-08-23T22.35.55.037,8.478,-0.026,-0.022,-0.271
1661308555047,2022-08-23T22.35.55.047,8.488,-0.009,-0.014,-0.263
1661308555057,2022-08-23T22.35.55.057,8.498,0.003,-0.010,-0.256
1661308555067,2022-08-23T22.35.55.067,8.508,0.014,-0.005,-0.242
1661308555078,2022-08-23T22.35.55.078,8.519,0.021,0.002,-0.225
1661308555088,2022-08-23T22.35.55.088,8.529,0.030,0.004,-0.207
1661308555097,2022-08-23T22.35.55.097,8.538,0.021,-0.001,-0.185
1661308555107,2022-08-23T22.35.55.107,8.548,0.008,-0.006,-0.165
1661308555117,2022-08-23T22.35.55.117,8.558,-0.000,-0.015,-0.140
1661308555127,2022-08-23T22.35.55.127,8.568,-0.003,-0.027,-0.109
1661308555136,2022-08-23T22.35.55.136,8.577,0.003,-0.026,-0.089
1661308555146,2022-08-23T22.35.55.146,8.587,0.013,-0.015,-0.087
1661308555157,2022-08-23T22.35.55.157,8.598,0.021,-0.003,-0.087
1661308555167,2022-08-23T22.35.55.167,8.608,0.026,0.005,-0.089
1661308555177,2022-08-23T22.35.55.177,8.618,0.034,0.010,-0.089
1661308555186,2022-08-23T22.35.55.186,8.627,0.035,0.017,-0.092
1661308555196,2022-08-23T22.35.55.196,8.637,0.043,0.019,-0.098
1661308555206,2022-08-23T22.35.55.206,8.647,0.059,0.031,-0.105
1661308555217,2022-08-23T22.35.55.217,8.658,0.064,0.042,-0.108
1661308555227,2022-08-23T22.35.55.227,8.668,0.065,0.046,-0.098
1661308555236,2022-08-23T22.35.55.236,8.677,0.066,0.037,-0.079
1661308555246,2022-08-23T22.35.55.246,8.687,0.057,0.031,-0.063
1661308555256,2022-08-23T22.35.55.256,8.697,0.047,0.021,-0.048
1661308555267,2022-08-23T22.35.55.267,8.708,0.040,0.012,-0.030
1661308555277,2022-08-23T22.35.55.277,8.718,0.038,0.010,-0.017
1661308555286,2022-08-23T22.35.55.286,8.727,0.045,0.011,-0.011
1661308555296,2022-08-23T22.35.55.296,8.737,0.046,0.018,-0.010
1661308555306,2022-08-23T22.35.55.306,8.747,0.046,0.031,-0.017
1661308555316,2022-08-23T22.35.55.316,8.757,0.054,0.047,-0.018
1661308555325,2022-08-23T22.35.55.325,8.766,0.074,0.065,-0.009
1661308555337,2022-08-23T22.35.55.337,8.778,0.085,0.067,-0.005
1661308555346,2022-08-23T22.35.55.346,8.787,0.094,0.054,-0.000
1661308555356,2022-08-23T22.35.55.356,8.797,0.094,0.045,0.003
1661308555366,2022-08-23T22.35.55.366,8.807,0.076,0.036,0.005
1661308555375,2022-08-23T22.35.55.375,8.816,0.054,0.031,0.018
1661308555385,2022-08-23T22.35.55.385,8.826,0.051,0.032,0.019
1661308555395,2022-08-23T22.35.55.395,8.836,0.044,0.047,0.007
1661308555406,2022-08-23T22.35.55.406,8.847,0.042,0.051,0.002
1661308555416,2022-08-23T22.35.55.416,8.857,0.055,0.044,0.015
1661308555425,2022-08-23T22.35.55.425,8.866,0.060,0.039,0.017
1661308555435,2022-08-23T22.35.55.435,8.876,0.062,0.037,0.027
1661308555445,2022-08-23T22.35.55.445,8.886,0.062,0.044,0.042
1661308555455,2022-08-23T22.35.55.455,8.896,0.062,0.064,0.043
1661308555466,2022-08-23T22.35.55.466,8.907,0.079,0.083,0.037
1661308555475,2022-08-23T22.35.55.475,8.916,0.092,0.096,0.047
1661308555485,2022-08-23T22.35.55.485,8.926,0.086,0.105,0.061
1661308555495,2022-08-23T22.35.55.495,8.936,0.072,0.107,0.078
1661308555505,2022-08-23T22.35.55.505,8.946,0.060,0.117,0.084
1661308555516,2022-08-23T22.35.55.516,8.957,0.064,0.140,0.092
1661308555524,2022-08-23T22.35.55.524,8.965,0.069,0.157,0.114
1661308555535,2022-08-23T22.35.55.535,8.976,0.062,0.161,0.152
1661308555545,2022-08-23T22.35.55.545,8.986,0.057,0.167,0.197
1661308555555,2022-08-23T22.35.55.555,8.996,0.056,0.186,0.237
1661308555565,2022-08-23T22.35.55.565,9.006,0.062,0.204,0.290
1661308555576,2022-08-23T22.35.55.576,9.017,0.090,0.206,0.346
1661308555584,2022-08-23T22.35.55.584,9.025,0.130,0.195,0.340
1661308555595,2022-08-23T22.35.55.595,9.036,0.134,0.195,0.285
1661308555605,2022-08-23T22.35.55.605,9.046,0.135,0.207,0.244
1661308555615,2022-08-23T22.35.55.615,9.056,0.149,0.202,0.236
1661308555624,2022-08-23T22.35.55.624,9.065,0.135,0.183,0.237
1661308555634,2022-08-23T22.35.55.634,9.075,0.104,0.165,0.237
1661308555644,2022-08-23T22.35.55.644,9.085,0.087,0.151,0.255
1661308555655,2022-08-23T22.35.55.655,9.096,0.074,0.154,0.275
1661308555663,2022-08-23T22.35.55.663,9.104,0.075,0.152,0.285
1661308555674,2022-08-23T22.35.55.674,9.115,0.073,0.151,0.298
1661308555684,2022-08-23T22.35.55.684,9.125,0.086,0.137,0.320
1661308555694,2022-08-23T22.35.55.694,9.135,0.094,0.112,0.328
1661308555704,2022-08-23T22.35.55.704,9.145,0.084,0.093,0.329
1661308555713,2022-08-23T22.35.55.713,9.154,0.067,0.085,0.333
1661308555724,2022-08-23T22.35.55.724,9.165,0.052,0.081,0.320
1661308555734,2022-08-23T22.35.55.734,9.175,0.039,0.084,0.302
1661308555744,2022-08-23T22.35.55.744,9.185,0.019,0.101,0.314
1661308555754,2022-08-23T22.35.55.754,9.195,0.013,0.122,0.340
1661308555763,2022-08-23T22.35.55.763,9.204,0.043,0.139,0.369
1661308555773,2022-08-23T22.35.55.773,9.214,0.072,0.150,0.379
1661308555784,2022-08-23T22.35.55.784,9.225,0.100,0.162,0.364
1661308555794,2022-08-23T22.35.55.794,9.235,0.124,0.156,0.333
1661308555804,2022-08-23T22.35.55.804,9.245,0.151,0.126,0.309
1661308555813,2022-08-23T22.35.55.813,9.254,0.139,0.086,0.292
1661308555823,2022-08-23T22.35.55.823,9.264,0.078,0.062,0.274
1661308555833,2022-08-23T22.35.55.833,9.274,0.035,0.051,0.266
1661308555844,2022-08-23T22.35.55.844,9.285,0.009,0.041,0.272
1661308555854,2022-08-23T22.35.55.854,9.295,-0.021,0.038,0.256
1661308555863,2022-08-23T22.35.55.863,9.304,-0.032,0.035,0.224
1661308555873,2022-08-23T22.35.55.873,9.314,-0.030,0.028,0.203
1661308555883,2022-08-23T22.35.55.883,9.324,-0.028,0.027,0.180
1661308555893,2022-08-23T22.35.55.893,9.334,-0.022,0.040,0.147
1661308555904,2022-08-23T22.35.55.904,9.345,-0.006,0.064,0.103
1661308555913,2022-08-23T22.35.55.913,9.354,0.005,0.094,0.052
1661308555923,2022-08-23T22.35.55.923,9.364,0.022,0.137,0.024
1661308555933,2022-08-23T22.35.55.933,9.374,0.046,0.183,0.028
1661308555943,2022-08-23T22.35.55.943,9.384,0.046,0.215,0.045
1661308555952,2022-08-23T22.35.55.952,9.393,0.070,0.229,0.078
1661308555962,2022-08-23T22.35.55.962,9.403,0.133,0.216,0.097
1661308555973,2022-08-23T22.35.55.973,9.414,0.176,0.173,0.087
1661308555983,2022-08-23T22.35.55.983,9.424,0.157,0.108,0.089
1661308555993,2022-08-23T22.35.55.993,9.434,0.101,0.039,0.111
1661308556002,2022-08-23T22.35.56.002,9.443,0.046,0.001,0.125
1661308556012,2022-08-23T22.35.56.012,9.453,0.013,-0.012,0.128
1661308556022,2022-08-23T22.35.56.022,9.463,-0.007,-0.018,0.125
1661308556033,2022-08-23T22.35.56.033,9.474,-0.024,-0.024,0.109
1661308556043,2022-08-23T22.35.56.043,9.484,-0.045,-0.027,0.100
1661308556052,2022-08-23T22.35.56.052,9.493,-0.036,-0.028,0.113
1661308556062,2022-08-23T22.35.56.062,9.503,-0.020,-0.022,0.139
1661308556072,2022-08-23T22.35.56.072,9.513,0.016,-0.026,0.147
1661308556082,2022-08-23T22.35.56.082,9.523,0.028,-0.017,0.125
1661308556093,2022-08-23T22.35.56.093,9.534,0.052,-0.006,0.105
1661308556101,2022-08-23T22.35.56.101,9.542,0.068,0.014,0.077
1661308556112,2022-08-23T22.35.56.112,9.553,0.055,0.034,0.044
1661308556122,2022-08-23T22.35.56.122,9.563,0.063,0.033,0.021
1661308556132,2022-08-23T22.35.56.132,9.573,0.052,0.030,-0.013
1661308556142,2022-08-23T22.35.56.142,9.583,0.018,0.047,-0.051
1661308556151,2022-08-23T22.35.56.151,9.592,0.015,0.060,-0.058
1661308556162,2022-08-23T22.35.56.162,9.603,0.017,0.063,-0.052
1661308556172,2022-08-23T22.35.56.172,9.613,0.032,0.081,-0.060
1661308556182,2022-08-23T22.35.56.182,9.623,0.051,0.093,-0.069
1661308556192,2022-08-23T22.35.56.192,9.633,0.084,0.093,-0.087
1661308556201,2022-08-23T22.35.56.201,9.642,0.091,0.090,-0.112
1661308556211,2022-08-23T22.35.56.211,9.652,0.076,0.101,-0.125
1661308556222,2022-08-23T22.35.56.222,9.663,0.064,0.113,-0.119
1661308556232,2022-08-23T22.35.56.232,9.673,0.059,0.114,-0.091
1661308556241,2022-08-23T22.35.56.241,9.682,0.053,0.110,-0.059
1661308556251,2022-08-23T22.35.56.251,9.692,0.048,0.094,-0.034
1661308556261,2022-08-23T22.35.56.261,9.702,0.044,0.056,-0.042
1661308556271,2022-08-23T22.35.56.271,9.712,0.048,0.023,-0.057
1661308556282,2022-08-23T22.35.56.282,9.723,0.042,-0.004,-0.073
1661308556290,2022-08-23T22.35.56.290,9.731,0.019,-0.017,-0.086
1661308556301,2022-08-23T22.35.56.301,9.742,-0.010,-0.012,-0.093
1661308556311,2022-08-23T22.35.56.311,9.752,-0.009,-0.003,-0.064
1661308556321,2022-08-23T22.35.56.321,9.762,0.006,-0.006,-0.032
1661308556331,2022-08-23T22.35.56.331,9.772,0.011,-0.021,-0.034
1661308556340,2022-08-23T22.35.56.340,9.781,0.017,-0.042,-0.063
1661308556350,2022-08-23T22.35.56.350,9.791,0.031,-0.065,-0.109
1661308556361,2022-08-23T22.35.56.361,9.802,0.021,-0.067,-0.175
1661308556371,2022-08-23T22.35.56.371,9.812,-0.006,-0.040,-0.242
1661308556381,2022-08-23T22.35.56.381,9.822,-0.020,-0.010,-0.263
1661308556392,2022-08-23T22.35.56.392,9.833,-0.010,0.014,-0.249
1661308556400,2022-08-23T22.35.56.400,9.841,0.000,0.019,-0.233
1661308556411,2022-08-23T22.35.56.411,9.852,0.006,0.012,-0.224
1661308556421,2022-08-23T22.35.56.421,9.862,0.013,0.002,-0.240
1661308556431,2022-08-23T22.35.56.431,9.872,0.002,0.004,-0.258
1661308556440,2022-08-23T22.35.56.440,9.881,0.000,0.017,-0.256
1661308556450,2022-08-23T22.35.56.450,9.891,0.012,0.027,-0.251
1661308556460,2022-08-23T22.35.56.460,9.901,0.012,0.034,-0.256
1661308556471,2022-08-23T22.35.56.471,9.912,0.020,0.022,-0.267
1661308556479,2022-08-23T22.35.56.479,9.920,0.016,0.002,-0.280
1661308556490,2022-08-23T22.35.56.490,9.931,-0.017,-0.011,-0.287
1661308556500,2022-08-23T22.35.56.500,9.941,-0.042,-0.030,-0.278
1661308556510,2022-08-23T22.35.56.510,9.951,-0.055,-0.050,-0.261
1661308556520,2022-08-23T22.35.56.520,9.961,-0.067,-0.071,-0.247
1661308556529,2022-08-23T22.35.56.529,9.970,-0.073,-0.081,-0.236
1661308556539,2022-08-23T22.35.56.539,9.980,-0.074,-0.081,-0.225
1661308556550,2022-08-23T22.35.56.550,9.991,-0.077,-0.081,-0.210
1661308556560,2022-08-23T22.35.56.560,10.001,-0.080,-0.080,-0.190
1661308556570,2022-08-23T22.35.56.570,10.011,-0.070,-0.074,-0.180
1661308556579,2022-08-23T22.35.56.579,10.020,-0.059,-0.059,-0.188
1661308556589,2022-08-23T22.35.56.589,10.030,-0.053,-0.050,-0.194
1661308556600,2022-08-23T22.35.56.600,10.041,-0.051,-0.044,-0.190
1661308556610,2022-08-23T22.35.56.610,10.051,-0.047,-0.039,-0.189
1661308556620,2022-08-23T22.35.56.620,10.061,-0.037,-0.036,-0.188
1661308556630,2022-08-23T22.35.56.630,10.071,-0.030,-0.037,-0.175
1661308556639,2022-08-23T22.35.56.639,10.080,-0.036,-0.042,-0.176
1661308556649,2022-08-23T22.35.56.649,10.090,-0.052,-0.046,-0.184
1661308556660,2022-08-23T22.35.56.660,10.101,-0.049,-0.047,-0.192
1661308556670,2022-08-23T22.35.56.670,10.111,-0.048,-0.047,-0.203
1661308556679,2022-08-23T22.35.56.679,10.120,-0.048,-0.050,-0.213
1661308556689,2022-08-23T22.35.56.689,10.130,-0.045,-0.047,-0.224
1661308556699,2022-08-23T22.35.56.699,10.140,-0.047,-0.042,-0.221
